Frage,Antwort A,Antwort A ist richtig,Antwort B,Antwort B ist richtig,Antwort C,Antwort C ist richtig
[Bild],Aland,Ja
[Bild],Bach-/Flussneunauge,Ja
[Bild],Brachse,Ja
[Bild],Barbe,Ja
[Bild],Bachsaibling,Ja
[Bild],Aal,Ja
[Bild],Bachforelle,Ja
[Bild],Äsche,Ja
[Bild],Groppe,Ja
[Bild],Hasel,Ja
[Bild],Flussbarsch,Ja
[Bild],Bitterling,Ja
[Bild],Felchen,Ja
[Bild],Döbel,Ja
[Bild],Rotfeder,Ja
[Bild],Moderlieschen,Ja
[Bild],Elritze,Ja
[Bild],Gründling,Ja
[Bild],Huchen,Ja
[Bild],Giebel,Ja
[Bild],Hecht,Ja
[Bild],Dreistachliger Stichling,Ja
[Bild],Quappe,Ja
[Bild]  [Bild],Karpfen,Ja
[Bild],Rotauge,Ja
[Bild],Karausche,Ja
[Bild],Rapfen,Ja
[Bild],Nase,Ja
[Bild],Güster,Ja
[Bild],Schmerle,Ja
[Bild],Schleie,Ja
[Bild],Regenbogenforelle,Ja
[Bild],Seesaibling,Ja
[Bild],Stör,Ja
[Bild],Schneider,Ja
[Bild],Schlammpeitzger,Ja
[Bild],Steinbeisser,Ja
[Bild],Ukelei,Ja
[Bild],Wels,Ja
[Bild],Zander,Ja
Wie können Gerätschaften von möglichen Krankheitserregern befreit werden?(2),Desinfektion,Ja,Gründliches Spülen mit Frischwasser,Nein,Vollständiges Durchtrocknen der Gerätschaften,Ja
Wodurch kann man Fischkrankheiten in einem Gewässer vorbeugen?,Durch die Entnahme von Wasserpflanzen,Nein,Durch die Desinfektion des Angelgerätes,Ja,Durch den Besatz mit Raubfischen,Nein
Weshalb ist das Kieslückensystem für Salmoniden von Bedeutung?  (2),Es bietet sauerstoffdurchströmte Laichplätze,Ja,Der Algenaufwuchs auf dem Kies dient als Nahrung,Nein,Schutz der Fischeier und Brut vor Fressfeinden,Ja
Zu welcher Jahreszeit treten bakterielle Erkrankungen am häufigsten auf?,Frühling,Nein,Herbst,Nein,Sommer,Ja
Welche Fischarten sind potamodrom?,"Äsche, Maifisch",Nein,"Meerforelle, Aal",Nein,"Äsche, Nase",Ja
"Was ist zu tun, wenn man mehrere krankheitsverdächtige Fische gefangen hat?","Aus dem Gewässer entnehmen, töten und vergraben",Nein,In das Gewässer zurücksetzen,Nein,Aus dem Gewässer entnehmen und den Fischereiberechtigten verständigen,Ja
Welches sind typische Anzeichen für kranke Fische?(2),Einzelne Fische haben sich vom Schwarm abgesondert und stehen anscheinend teilnahmslos am Ufer,Ja,Kranke Fische weisen im Vergleich zu normal gefärbten Fischen oftmals eine starke Dunkelfärbung auf,Ja,Kranke Fische sind äußerlich nicht zu erkennen,Nein
Wo befindet sich bei Fischen das Herz?,Unterhalb der Leber,Nein,Kehlständig unterhalb der Kiemenhöhle,Ja,Oberhalb der Schwimmblase,Nein
Welche Aussage über das Verhalten eines gesunden Fisches in einem Gewässer ist richtig?,"Der Fisch zeigt eine ruhige und gleichmäßige Atmung, sein Fluchtreflex ist vorhanden",Ja,Der Fisch hebt sich durch seine dunkle bis schwarze Körperfärbung vom Gewässergrund deutlich ab,Nein,"Der Fisch erscheint träge, sein Fluchtreflex fehlt",Nein
Welche Aussage ist richtig?(2),Gesunde Fische sind weniger anfällig für Krankheitserreger,Ja,Geschwächte Fische sind weniger anfällig für Krankheitserreger,Nein,Gestresste Fische sind anfälliger für Krankheitserreger,Ja
Warum kann das Umsetzen von Fischen in andere Gewässer Probleme verursachen?(2),Weil Krankheiten übertragen werden können,Ja,Weil sich Fische nicht an andere Gewässer anpassen können,Nein,Weil der Fischtransport immer Stress für Fische bedeutet,Ja
Woran erkennt man eine Fischseuche?(2),Alle Fische erholen sich nach einiger Zeit,Nein,Einzelne Arten und Altersklassen sind betroffen,Ja,Tritt über einen längeren Zeitraum auf,Ja
Sind die in Deutschland anzeigepflichtigen Fischkrankheiten für den Menschen gefährlich?,Nein,Ja,Nur bei anfälligen Personen,Nein,Ja,Nein
Kann ein parasitierter Fisch verzehrt werden?(2),"Ja, wenn die Parasiten durch Erhitzen abgetötet werden",Ja,Nein,Nein,"Ja, wenn befallene Organe entfernt werden",Ja
Zu welcher Jahreszeit treten parasitäre Erkrankungen am häufigsten auf?,Herbst,Nein,Frühling,Ja,Sommer,Nein
Welche Aussage ist richtig?,Fische atmen über Außenkiemen,Nein,"Alle Fische sind zur Kiemen-, Haut- und Darmatmung befähigt",Nein,Fische können Sauerstoff aus dem Wasser aufnehmen,Ja
Das Atmungsorgan von Fischen,sind die Kiemen,Ja,ist die Schwimmblase,Nein,ist die Lunge,Nein
Welche Fischkrankheit kann auch für den Angler gefährlich sein?,Der Fischbandwurm,Ja,Die Karpfenlaus,Nein,Der Kiemenkratzer der Barbe,Nein
Warum dürfen Fische nur vorsichtig und mit feuchten Händen angefasst werden?,Weil die Schleimhaut nicht verletzt werden soll,Ja,Weil man sich sonst an den Schuppen verletzen kann,Nein,Damit der Schleim nachher besser von den Händen geht,Nein
Woran erkennt man ein Fischsterben durch Schadstoffeinleitung?(2),Alle Arten und Altersklassen sind betroffen,Ja,Tritt schlagartig auf,Ja,Fische haben Verletzungen,Nein
Wovon hängt die Herzschlagfrequenz bei einem Fisch ab?(2),Temperatur des Wassers,Ja,Trübung des Wassers,Nein,Sauerstoffgehalt des Wassers,Ja
Wodurch können Erkrankungen bei Fischen übertragen werden?(2),Transportwasser und Transportgefäße,Ja,Kranke Besatzfische,Ja,Trockene Kunstköder,Nein
Welche Sauerstoffwerte sind für die Äsche im Optimalbereich?,5 - 7 mg/l,Nein,> 9 mg/l,Ja,um die 7 mg/l,Nein
Auffälliges Verhalten bei gestressten Fischen zeigt sich unter anderem durch(2),Vorhandensein eines Fluchtreflexes,Nein,Notatmung an der Wasseroberfläche,Ja,"schaukelnde, drehende Schwimmbewegungen",Ja
Wann sollten Angelgeräte unbedingt desinfiziert werden?,Wenn innerhalb eines Tages mehrere Gewässer befischt werden,Ja,Bevor diese über den Winter eingelagert werden,Nein,Zu Saisonbeginn,Nein
Worauf reagieren die Sinneszellen entlang der Seitenlinie von Fischen?,Druck,Ja,Temperatur,Nein,Lichtverhältnisse,Nein
Welche Funktionen hat das Skelett bei Fischen?(2),Als Ansatzpunkte für die Muskeln zum Schwimmen,Ja,Zur Stabilisierung des Körpers,Ja,Damit die Organe im Körper festgehalten werden,Nein
Gesunde Fische verfügen(2),über einen Augendrehreflex,Ja,über keinen Fluchtreflex,Nein,über einen Fluchtreflex,Ja
Welche Sauerstoffwerte sind für den Karpfen langfristig kritisch?,> 7 mg/l,Nein,< 5 mg/ l,Ja,5 - 7 mg/l,Nein
Wo parasitiert die Karpfenlaus?,Auf dem Auge,Nein,Auf der Haut,Ja,Auf den Kiemen,Nein
Welche Maßnahme muss bei der Feststellung eines Fischsterbens als erstes erfolgen?,Verständigung des Inhabers des Fischereirechts,Nein,"Ermitteln, wie viele Fische verendet sind",Nein,Unverzügliche Anzeige bei der Ortspolizeibehörde (Gemeinde) oder einer Polizeidienststelle,Ja
Wo sitzt der Fischegel beim Fisch?,In den Kiemen,Nein,Auf der Haut,Ja,Im Darm,Nein
Was ist das periphere Nervensystem?,"Nerven, die das periphere Gehirn versorgen",Nein,"Nerven, die von und zum zentralen Nervensystem führen",Ja,Rückenmark,Nein
"Wo müssen Wasserproben, die nicht unmittelbar untersucht werden können, bis zur Untersuchung aufbewahrt werden?",In der Tiefkühltruhe,Nein,Gefäße werden im Gewässer belassen,Nein,Im Kühlschrank,Ja
Wo sitzt der Kratzer beim Fisch?,Auf der Haut,Nein,Im Darm,Ja,In den Augen,Nein
Was sind Parasiten?,"Tiere und Pflanzen, die in einer Wirtsgemeinschaft leben",Nein,"Schmarotzer, die andere lebende Tiere oder Pflanzen befallen und ihnen Nährstoffe für den eigenen Lebensbedarf entziehen",Ja,"Tiere oder Pflanzen, die ihren Wirten Nährstoffe liefern, die diese nicht selbst produzieren können",Nein
Wann ist der Sauerstoffbedarf bei Fischen hoch?(2),In Stresssituationen,Ja,Bei der Nahrungssuche,Nein,Beim Sprint,Ja
Potamodrome Fische wandern zum Laichen,vom Meer in den Fluss,Nein,innerhalb der Flüsse,Ja,vom Fluss in das Meer,Nein
Wann laicht der Flussbarsch?,Oktober–November,Nein,April–Mai,Ja,Dezember–Februar,Nein
An welchen Stellen sind bei Fischsterben in einem Fließgewässer Wasserproben zu entnehmen?,Möglichst weit flussabwärts,Nein,Ober- und unterhalb von möglichen Einleitungen und direkt aus der Einleitung,Ja,Am Gewässergrund,Nein
Wie können Fischkrankheiten leicht verbreitet werden?(2),Verfüttern von rohen Fischeingeweiden an Fische und Wasservögel,Ja,Vergraben von Fischeingeweiden,Nein,Verwendung von Köderfischen aus anderen Gewässern,Ja
Gesunde Fische(2),bewegen sich ruhig durchs Wasser,Ja,taumeln im Wasser,Nein,fressen,Ja
Wann laicht der Brachse (Brasse)?,Februar–März,Nein,Mai–Juni,Ja,November–Dezember,Nein
